RecordID,ClassID,UserID,LessonID,LessonAttempt,TotalTime,XML,Q1Data,Q2Data,Q3Data,Q4Data,Q5Data,Q6Data,Q7Data,Q8Data,Q9Data,Q1Duration,Q2Duration,Q3Duration,Q4Duration,WritingTime,Q6Duration,Q7Duration,Q8Duration,Q9Duration,test,WritingTime_original,WritingTime_log,WritingTime_scale
425,informal,informal15_05,lesson9,1,639.804,Lesson9-Job.xml,Next,Arousal6_Pleasant2,3.0,3.0,The wages were decreased due tom many workers. The technology has caused a shift in the job markets due to which workers were getting unemployed and low wages as machines has replaced the manual work. for example in america workers were required to make steel but now it is replace by machines. the technology benefits the consumers and firms but it is a great loss to the workers who use to work manually and are now replace by machines and in general it affects the entire economy,4.0,5.0,5.0,4.0,91.343,9.25,19.703,8.953,431.281,4.5,26.125,14.718,9.218,posttest,431.281,6.0690758397477325,0.18111168110030937
426,informal,informal15_05,lesson10,1,846.067,Lesson10-Butterfly.xml,Next,Arousal8_Pleasant7,3.0,3.0,"Butterfly and moth have many things in common such as flying wings but htey have difference also that is butterfly are active during day while moth during night, butterfly body is slender and smooth, its antennae have thick knobs on their end and they rest on their wings folded together and they are quite colorful while moths ate thicker and their antennae are feathery or plain with no knobs and they rest with their wing spread and they are not so colourful. noth go through the metamorphosis cycle but their stages are slighlty different.",4.0,5.0,5.0,5.0,42.343,6.109,6.625,4.703,741.641,4.515,13.546,3.14,4.843,posttest,741.641,6.6102127516382225,0.3118273320209542
427,informal,informal1_03,lesson2,1,490.054,Lesson2-Flood.xml,Next,Arousal8_Pleasant4,4.0,3.0,Floods are a common natural disaster.They happen to occur everywhere in the world causing great damage and even death. Scientist have tried their best to detect flood in advance so that unforeseen events can be avoided. At present the scientist have been able to know the potential for flooding in certain conditions.When snow melts it creates large amount of water.Although scientist cannot predict when floods will occur they can at least know the possibility of floods occuring.Thus this knowledge about floods can help reduce the damage caused due to it.,5.0,4.0,5.0,4.0,4.0,4.062,10.296,3.406,423.484,8.312,2.187,2.234,4.812,pretest,423.484,6.050874313639414,0.1778277852044843
428,informal,informal1_03,lesson3,1,718.365,Lesson3-Hurricane.xml,Next,Arousal9_Pleasant5,5.0,3.0,Two destructive hurricanes that lately struck United States are the Hurricane Andrew in 1992 and Katrina in 2005. It caused great destruction and damage to different parts of south-east US.Hurricane Katrina hit the Mississippi and Louisiana coast with winds of 120 miles per hour at landfall.It was very destructive and deadly.This happened because city of New orleans was in the path.A storm of 12 feet caused the protective levees to break causing damage to 80 percent of the city.,5.0,5.0,4.0,5.0,33.609,3.14,4.343,3.968,610.578,2.921,8.64,13.203,2.953,pretest,610.578,6.416042502184905,0.25662696677861474
429,informal,informal1_03,lesson9,1,1508.352,Lesson9-Job.xml,Next,Arousal5_Pleasant5,3.0,4.0,"Advance technology leading to the decrease of labor market.Earlier machines were not introduced a result of which manpower was required but once technologies got advanced step buy step manpower came to a standstill.Although these factors has affected job markets, technology gains are being distributed, As a result of the growth of technology firms and consumers have benefitted a lot.This has more effect on the workers that are replaced as a result of which their income gets affected .A failure to distribute labor power from technology to work force automatically haunts the economy.",5.0,4.0,5.0,4.0,94.375,25.562,17.531,8.671,1265.313,13.984,10.031,12.734,31.375,posttest,1265.313,7.143864807533536,0.5323845119053334
430,informal,informal1_03,lesson10,1,2058.93,Lesson10-Butterfly.xml,Next,Arousal6_Pleasant8,4.0,3.0," Similarities between butterfly and moth. The most common one is that they go through four life style stages like egg, larva, pupa and then into butterfly.A butterfly has colourful wings. Both butterfly and moth sleeps in a different method.Both have a long tongue called proboscis which works like a straw and sucks the sweet nectar from the flowers. A butterfly usually hangs from a tree branch but a moth spins a silk cocoon. As the moth has same colour like the leaf its not easy to find a hidden moth.",4.0,5.0,4.0,5.0,377.625,112.453,28.734,41.671,1290.297,20.859,91.531,36.953,26.015,posttest,1290.297,7.163402418609762,0.542907130227931
431,informal,informal7_05,lesson2,1,1498.007,Lesson2-Flood.xml,Next,Arousal6_Pleasant6,4.0,4.0,"WHY FLOODS OCCURFloods are the most destructive natural disasters only second to fires. They occur in all parts of the world causing massive damage to properties and loss of lives. Scientist have tried for a long time to determine the causes of floods and so far they have come to understand the conditions necessary for flood to occur. This conditions vary from melting of snow raising the water levels in rivers and also heavy rainfall. deep snow, ice covered river and weak dams offer a strong potential for flooding. Hopefully this knowledge will help us reduce flooding.",4.0,5.0,6.0,6.0,213.812,30.343,43.015,13.578,1053.781,18.687,36.359,29.093,25.109,pretest,1053.781,6.961088441423458,0.4432926731679128
432,informal,informal7_05,lesson3,1,2208.693,Lesson3-Hurricane.xml,Next,Arousal8_Pleasant6,1.0,2.0,"DESTRUCTIVE POWER OF HURRICANEHurricane Andrew and Katrina were the most destructive hurricanes to hit the US in 1992 and 2005 respectively. Hurricane Andrew in Homestead Florida was category five with winds measuring 175 miles per hour, seven inches of rain and storm surges of 17 feet resulting in 26 deaths and 25 billion in damages. Hurricane Katrina was a category 3 with 120 miles per hour winds and on the path of the city of New Orleans, flooding 80 of the city leaving 1800 dead and 81 billion in damages.",5.0,5.0,1.0,4.0,107.718,22.421,23.625,5.999,1912.485,13.406,16.234,38.703,29.437,pretest,1912.485,7.55668146579662,0.8049567159187873
433,informal,informal7_05,lesson9,1,891.07,Lesson9-Job.xml,Next,Arousal4_Pleasant4,2.0,4.0,The job market has been deteriorating in recent years due to a number of factors which include high entry of people in job market reducing jobs available and decreasing wages. Another factor include the moving of manufacturing firms to other countries with lower cost of labor. New technology has reduced the number of workers leading to more unemployed skilled workers with no jobs. This trend will eventually hurt our economy in the future.,4.0,4.0,5.0,2.0,240.546,12.39,12.453,5.546,481.015,6.734,34.406,30.781,31.875,posttest,481.015,6.177975233898323,0.20205836296294422
434,informal,informal7_05,lesson10,1,1097.785,Lesson10-Butterfly.xml,Next,Arousal4_Pleasant3,4.0,5.0,"There are many similarities and differences between a butterfly and a moth. Both are in a group called lepidoptera and undergo metamorphosis cycle. They both have proboscis which is used for feeding. There differences are; butterflies are diurnal while moths are nocturnal, butterflies have a slender and smooth body while moth are thick and hairy. butterflies have colorful wings but moth wings are dull.",4.0,4.0,5.0,6.0,135.046,14.468,11.828,6.984,794.687,7.421,28.406,22.421,30.968,posttest,794.687,6.679205892434266,0.33416894311367407
435,informal,informal10_02,lesson2,1,11579.291,Lesson2-Flood.xml,Next,Arousal7_Pleasant3,5.0,4.0,Floods are very harmful for the country. At present there is not any way to get-out from these. Government is making dams to stop floods. But this also fails. We all have to start work for it and stop the ingress of pollution. Govt have to make pass-ways for water to stop it coming in side of cities.,4.0,4.0,4.0,5.0,4495.299,12.562,20.796,6.781,508.46212849162015,11.406,5.718,3.25,10.843,pretest,6980.284,6.233355519167278,0.21361838766549837
436,informal,informal10_02,lesson3,1,485.757,Lesson3-Hurricane.xml,Next,Arousal4_Pleasant4,5.0,4.0,Its an natural disaster that hit united states every year. America have to make a permanent solution to stop the wealth and human lost because of it. Underground houses and concrete buildings can solve this lost by 50. There should be shelter houses also available for the people. At the time of hurricane all the citizens who are on road or away from their house can take shelter their.,4.0,5.0,4.0,5.0,3.453,20.593,11.187,8.578,342.547,7.031,30.562,33.656,6.25,pretest,342.547,5.839323929085588,0.1437392021442825
437,informal,informal10_02,lesson9,1,119.895,Lesson9-Job.xml,Next,Arousal1_Pleasant1,5.0,5.0,z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z zz z z z z z z z z z z z z z z z z z z z,5.0,4.0,5.0,5.0,4.234,4.484,6.843,2.703,40.265,5.171,10.25,8.781,17.281,posttest,40.265,3.7200146830446474,0.016425797093392026
438,informal,informal10_02,lesson10,1,124.788,Lesson10-Butterfly.xml,Next,Arousal2_Pleasant3,6.0,4.0,z z z z z z z z z z zz z z z zz z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z z zz z z z z z z z z z z z z z z z z z z z z z zz z z zz z z,5.0,5.0,5.0,4.0,7.64,4.5,3.187,4.25,43.468,12.015,18.781,5.203,2.781,posttest,43.468,3.7947698293713685,0.017774818326472402
439,informal,informal9_01,lesson2,1,845.601,Lesson2-Flood.xml,Next,Arousal5_Pleasant5,1.0,2.0,Flood is the second most common disaster which occur everywhere. Scientists are trying to find out the reasons for flooding. They can't predict when the flood will occur where? But somehow they find out the cause. First one is melting of deep snow with a heavy rainfall. Secondly if heavy rain fall in the river full of water. Lets hope to reduce the possibility of flooding in future.,5.0,6.0,4.0,5.0,134.218,31.359,6.656,8.109,526.969,2.89,69.015,25.25,21.984,pretest,526.969,6.269037569861426,0.2214130060303734
440,informal,informal9_01,lesson3,1,1101.537,Lesson3-Hurricane.xml,Next,Arousal7_Pleasant2,1.0,3.0,"Disaster The United States was deadly affected by the two hurricanes, Hurricane Andrew in the year 1992 Hurricane Katrina in the year 2005. In both incident, the south-east United States was dangerously affected. Although the Hurricane Katrina was low scaled hurricane than the Hurricane Andrew, but the damage was more severe by the Hurricane Katrina. It flooded the 80 of the New Orleans city which came in its path.More property damage more people were died due to Hurricane Katrina.",5.0,5.0,4.0,4.0,93.89,17.828,30.64,15.234,728.484,10.328,108.046,24.437,53.031,pretest,728.484,6.592337434891606,0.3062859419604989
441,informal,informal9_01,lesson9,1,1470.909,Lesson9-Job.xml,Next,Arousal5_Pleasant5,1.0,4.0,"The deterioration of job market has many reasons . In 1970, there are many workers compared to the available jobs, resulting decrease in wages. Secondly as the technologies improved, a new machine replaces a person . It decrease the wages of workers. It increases the unemployment rate. As a result the job market also fall down, the middle level jobs are also disappeared.",4.0,5.0,6.0,3.0,328.187,45.921,3.468,5.468,925.812,14.734,27.718,41.64,58.406,posttest,925.812,6.831750740251698,0.38939542116164916
442,informal,informal9_01,lesson10,1,1025.866,Lesson10-Butterfly.xml,Next,Arousal7_Pleasant6,1.0,2.0,"Butterflies moths have some similarities as well as differences. Both are similar in some body parts, same life cycle. On the other hand butterflies mostly active in day where as the moths are in night. The antenna of butterfly has thick knobs where as the antenna of moth has no knobs. Moths are not as colorful as the butterflies.",5.0,2.0,2.0,5.0,117.609,37.156,5.265,3.968,735.203,12.203,20.203,52.453,22.109,posttest,735.203,6.601505895916243,0.30911581197769117
444,informal,informal5_04,lesson3,1,452.553,Lesson3-Hurricane.xml,Next,Arousal7_Pleasant7,5.0,4.0,"In recent years United States was hit by 2 most destructive hurricanes 1.Hurricane Andrew in 1992 of category 5 2.Hurricane Katrina in 2005 of category 2.Andrew hurricane made a landfall in Homestead and estimated damage was 25 and 26 people died in it where as in Katrina that struck Mississippi and Louisiana coast it flooded 80 of the city, more than 1800 people died and property damage was around 81 billion.",4.0,4.0,5.0,5.0,50.125,10.406,7.812,6.218,331.453,5.218,6.437,10.031,5.312,pretest,331.453,5.806498496721119,0.13906669463263913
445,informal,informal5_04,lesson9,1,346.709,Lesson9-Job.xml,Next,Arousal5_Pleasant6,3.0,4.0,During 1970s there was availability of more workers to work for less wages one reason for this is that the multinational companies started to move to countries where they can get labor at a cheaper level from United States and requirement for skilled labor becomes less.This had devastating effect on the job market and development in the field of technology has reduced the intervention human for the companies operation.,4.0,4.0,5.0,3.0,49.609,9.156,5.828,3.765,221.984,5.921,12.484,5.359,7.984,posttest,221.984,5.407100020007121,0.09296116688862552
446,informal,informal5_04,lesson10,1,316.914,Lesson10-Butterfly.xml,Next,Arousal5_Pleasant9,2.0,2.0,"Butterfly and Moth both are large-winged insects with a metamorphosis life cycle their body has three parts head, thorax, abdomen. Butterfly prefers resting with their wings folded where as moth prefer resting with wings open.Butterfly caterpillar forms chrysalis which hangs out from tree branch where moth's caterpillar spins cocoon and hidden under leaves.",5.0,5.0,4.0,3.0,49.484,2.578,4.281,3.656,211.921,5.359,4.343,5.375,4.953,posttest,211.921,5.36092120489319,0.08872289006424591
447,informal,informal8_01,lesson2,1,1078.662,Lesson2-Flood.xml,Next,Arousal6_Pleasant6,2.0,1.0,"Floods the second most common of all natural disasters can occur anywhere in the world resulting in widespread damage and even death. Scientists have long tried to perfect their ability in predicting them based on the conditions which leads to flooding in general.Some of the conditions include, deep snow with heavy rain and sudden warmer weather, fast snow melt on top of frozen or very wet ground, rivers overflowing their capacity because of snow melt or heavy rains, weak dams, ice covered rivers, etc..Scientists are able to predict as to when flooding can occur and the factors leading to the same.",5.0,5.0,6.0,6.0,176.296,13.171,28.39,6.562,744.047,8.765,42.562,22.968,19.187,pretest,744.047,6.613447303637965,0.3128406773493312
448,informal,informal8_01,lesson3,1,673.753,Lesson3-Hurricane.xml,Next,Arousal7_Pleasant4,1.0,1.0,"Hurrican Andrew 1992- Category 5 and Hurricane Katrina 2005- Category 3 are considered the most destructive and damaging ones to hit south east United States. While Hurricane Andrew the strongest of the two, with winds of 175mph, storm surge of 17feet and 7 inches of rain led to property damage of 25 billion and death of 26 people. Hurricane Katina with winds of 120mph, storm surge of 12 feet led to property damage of 81 billion death of 1800 people as its path was through the city of New Orleans.",6.0,5.0,4.0,5.0,92.937,9.593,7.875,4.156,471.859,5.265,27.296,19.75,16.265,pretest,471.859,6.15879724680053,0.1982020912145571
449,informal,informal8_01,lesson9,1,686.255,Lesson9-Job.xml,Next,Arousal6_Pleasant9,1.0,1.0,"With the passing of decades from 1960's to 1980's, the advancement in technology has lead to newer machines coming in which require lesser manual intervention. This has lead to decrease in employment levels. However, the entries into the workforce remained higher during the period resulting in lesser jobs available low wages, This lead to a benefit for both the firm and consumer but the loss fell on the worker who was displaced, this generalized to millions is a loss to economy as a lack of way to distribute financial gains from technology to work force, ",6.0,5.0,2.0,4.0,95.953,7.171,3.421,2.187,498.109,2.796,26.078,18.046,16.218,posttest,498.109,6.212824508771406,0.20925791618126327
450,informal,informal8_01,lesson10,1,610.334,Lesson10-Butterfly.xml,Next,Arousal6_Pleasant9,1.0,1.0,"Butterfly and moth belong to the same family of insects and have many things in common like 2 long antennae, metamorphosis life cycle, long tongue called proboscis and tiny coloured scales on wings.However, there are completely different in some aspects. While butterflies are diurnal, have knobs on antennae, rest with wings folded and have slender smooth bodies, moths on other hand are nocturnal, no knobs on antennae, rest with wings spread and have thicker bodies.",6.0,2.0,4.0,6.0,92.109,5.906,3.875,1.984,443.5,2.406,20.031,14.718,8.046,posttest,443.5,6.096950054953959,0.18625800968195444
451,informal,informal4_05,lesson2,1,218.163,Lesson2-Flood.xml,Next,Arousal8_Pleasant6,2.0,3.0,"Floods are the second most common cause of natural disasters. Snow and floods are correlated in the sense than when snow melts, floods are more likely to occur. It is very important to predict floods in order to secure society. Ice, river proximity, and weak dams are also predictive flood causes.",4.0,3.0,4.0,2.0,37.375,3.0,5.187,3.312,133.437,2.218,7.187,7.14,5.671,pretest,133.437,4.901095687820661,0.055667447523790034
452,informal,informal4_05,lesson3,1,281.098,Lesson3-Hurricane.xml,Next,Arousal7_Pleasant4,5.0,5.0,Hurricanes Andrew and Katrina were some of the most horrendous natural disasters to hit the USA. These were massive catastrophes that are still felt to this day in the south east of the country. Katrina was a category 3 hurricane while Andrew was a category 5. Both of these natural disasters had powerful winds that destroyed significant portions of man made constructions in their respective areas.,4.0,5.0,5.0,6.0,41.671,4.218,5.406,4.734,178.406,3.343,11.14,6.578,11.874,pretest,178.406,5.189651393881484,0.07460723392103993
453,informal,informal4_05,lesson9,1,396.882,Lesson9-Job.xml,Next,Arousal7_Pleasant4,4.0,4.0,Thinking and writing about the labour market is hard because these are tricky waters. Economic changes in the 70s made a large number of unqualified workers enter the job market. This pool of unqualified workers drove the wages down due to the law of supply and demand.However to fully understand markets dynamics one must think about globalization. During the 80s a lot of jobs where exported overseas due to lower wages and lower taxes.,4.0,4.0,6.0,5.0,51.062,8.078,4.593,3.578,286.468,3.187,2.906,18.453,5.218,posttest,286.468,5.66111154969479,0.12012016944683812
454,informal,informal4_05,lesson10,1,272.631,Lesson10-Butterfly.xml,Next,Arousal7_Pleasant6,5.0,2.0,Butterflies and moths are similar in many ways. However butterflies are diurnal where moths are not and they are also quite colorful. One must not mistake one for the other. Both insects go thru metamorfosis yet their stages are quite different. Moths methamorphosis is quite messier than the butterflies.Butterflies and moths are similar in many ways. However butterflies are diurnal where moths are not and they are also quite colorful. One must not mistake one for the other. Both insects go thru metamorfosis yet their stages are quite different. Moths methamorphosis is quite messier than the butterflies.,3.0,4.0,3.0,5.0,28.718,13.937,4.015,3.906,169.468,9.265,13.828,10.234,5.625,posttest,169.468,5.138547595824402,0.07084277816666203
455,informal,informal1_05,lesson2,1,707.192,Lesson2-Flood.xml,Next,Arousal6_Pleasant5,3.0,1.0,Knowledge about FloodsFloods are s dangerous as fire. It is a natural disaster which occur throughout the world. Floods can cause damage and death. Natural conditions and human error cause flooding. When deep snow melts it causes flooding in the rivers. Heavy rains also cause floods. Scientist are trying hard to predict exactly when floods will occur. They have knowledge about when floods are going to occur. With this knowledge we should reduce the damage caused by floods.,5.0,5.0,5.0,4.0,95.031,16.453,8.078,6.14,477.468,4.953,21.64,43.046,15.109,pretest,477.468,6.17058933300365,0.20056445777601445
456,informal,informal1_05,lesson3,1,882.023,Lesson3-Hurricane.xml,Next,Arousal8_Pleasant2,2.0,1.0,"Deadly HurricanesTwo mot destructive hurricanes hit US in 1992 and 2005. Hurricane Andrew hit in 1992 which was strongest category. Its winds measured 175 miles per hour, damaged property worth 25 billion and killed 26 people. Hurricane Katrina struck Mississippi and Louisiana cost at a speed of 120 miles per hour. It caused more damage than Hurricane Andrew because of its path was through New Orleans. The property damage was about 81 billion and 1800 people died. It flooded 80 of the city.",6.0,5.0,2.0,4.0,144.828,13.796,6.734,3.531,619.515,7.718,22.484,25.64,16.687,pretest,619.515,6.430549778405657,0.2603910013587082
457,informal,informal1_05,lesson9,1,890.273,Lesson9-Job.xml,Next,Arousal7_Pleasant3,2.0,4.0,"Fall of Job marketIn 1970s, workforce swelled as more people joined workforce. The resulted in decreased wages. As machines entered in the factories, many workers lost their jobs. Use of machines benefited the company and consumers but workers lost. as more workers lost their job or earned less, the whole economy got struck. Thus gains from technical advances resulted in problems in whole economy.",5.0,2.0,4.0,2.0,145.14,15.5,11.234,13.671,573.469,5.375,35.218,30.578,40.609,posttest,573.469,6.353446135867732,0.24099761025711006
458,informal,informal1_05,lesson10,1,2684.697,Lesson10-Butterfly.xml,Next,Arousal8_Pleasant8,3.0,1.0,Butterfly and Moth - comparisonsbutterfly and moth are large-winged flying insects. both belong to the same insects group. their long tongue is called proboscis. it uncoils while they are feeding. both have wings that are covered with dust like scales. butterflies search for their food during the day. moths are active at night. butterfly antennae have thick knob on their ends while moth antennae are plain with no knobs. they differ in their life cycle at pupa stage. a butterfly caterpillar hangs from tree or other support but a moth caterpillar hides among leaves on the ground.,4.0,5.0,3.0,4.0,265.828,40.625,44.234,10.156,2168.235,20.421,37.984,36.859,38.375,posttest,2168.235,7.682129849817376,0.912672039165839
459,informal,informal16_05,lesson2,1,1285.038,Lesson2-Flood.xml,Next,Arousal6_Pleasant3,1.0,2.0,Flood is the most common natural disaster after fire. It can't be predicted where the flood will occur. Scientist found some conditions which may turns out the flood. First is melting of deep snow with heavy rainfall. Another is heavy rain fall causes overflow of water from the rivers which is of full water. Weak dams are also another reason for flooding.,6.0,5.0,3.0,6.0,218.484,431.781,4.734,7.515,517.015,11.109,17.703,26.875,17.593,pretest,517.015,6.2500041993691795,0.2172206372029984
460,informal,informal16_05,lesson3,1,1220.319,Lesson3-Hurricane.xml,Next,Arousal8_Pleasant2,1.0,3.0,"Hurricane Andrew Hurricane Katrina were the two hurricanes who hit the south-east of united States in 1992 2005 respectively. Although the Hurricane Katrine was a 3 scaled hurricane, it damages more between these two, Hurricane Andrew is the stronger but more than 1800 people were died by Hurricane Katrina. It causes flooding 80 of the city New Orleans which came in the path .",5.0,4.0,2.0,4.0,587.609,37.921,5.234,4.125,412.109,2.593,54.078,69.984,16.703,pretest,412.109,6.023711480657771,0.17303692771891163
461,informal,informal16_05,lesson9,1,1021.194,Lesson9-Job.xml,Next,Arousal5_Pleasant5,1.0,4.0,"There are a no. of reasons for misinterpreting the deterioration of job market .First is when many people enters into work in compared to the no. of works available. In result the wages are decreased. And the second reason is a no. of companies were moved to low wages countries. Again when the technology improves, machines replaces the workers.",5.0,3.0,5.0,2.0,137.312,12.765,4.484,18.609,499.14,11.078,37.703,66.625,215.0,posttest,499.14,6.214888059229508,0.20969214686852705
462,informal,informal16_05,lesson10,1,766.085,Lesson10-Butterfly.xml,Next,Arousal7_Pleasant7,1.0,3.0,"There are some similar some differences in between butterflies moths. Both are in the lepidoptera insect family.They have some body parts in common.They have same life cycle also.The butterflies active in days, has slender smoother body, an antennae with thick knobs . On the other hand moths are active in night. Moths are hairy has an antennae with no knobs. They alsohave some differences in their pupa stages.",6.0,2.0,3.0,6.0,73.953,10.265,13.703,4.093,574.922,4.984,17.765,35.968,12.343,posttest,574.922,6.35597223485956,0.24160957649241
463,informal,informal4_03,lesson2,1,571.289,Lesson2-Flood.xml,Next,Arousal5_Pleasant5,1.0,2.0,"Floods can happen for a number of reasons, including melting deep snow on frozen ground, overflowing rivers, heavy rains, and weak or inefficient water dams, and are the second most commonly occurring natural disaster. Although scientists can pinpoint the potential for flooding in a certain area, they are still not able to predict when a flood will happen.",5.0,4.0,2.0,6.0,84.25,5.64,6.046,5.0,403.75,2.843,22.421,12.625,8.578,pretest,403.75,6.003269592557745,0.16951633187522794
464,informal,informal4_03,lesson3,1,494.788,Lesson3-Hurricane.xml,Next,Arousal5_Pleasant5,1.0,1.0,"Hurricanes Andrew and Katrina are two of the most destructive hurricanes affecting the United States recently., but Hurricane Katrina caused more devastation. While Hurricane Andrew hit Florida as a category 5 hurricane and caused caused 26 deaths and 25 billion in damages, Hurricane Katrina hit New Orleans, LA as a category 3 hurricane and killed over 1800 people and caused 81 billion in damages.",6.0,6.0,2.0,4.0,13.531,3.406,6.14,3.562,406.125,4.781,12.187,16.546,14.984,pretest,406.125,6.009120263596397,0.17051662080078708
465,informal,informal4_03,lesson9,1,1077.929,Lesson9-Job.xml,Next,Arousal5_Pleasant4,1.0,4.0,"The deterioration of the middle of the labor market has been caused by several factors, including the oversaturation of workers applying for less available jobs, the moving of manufacturing jobs to overseas markets that can pay less wages, and technological advances that have made human labor undesirable. Because of these factors, the displaced worker suffers and the economy suffers as well.",5.0,4.0,5.0,3.0,151.187,12.593,6.906,6.843,794.937,5.187,42.734,27.843,16.328,posttest,794.937,6.6795200369835515,0.33427423668478556
466,informal,informal4_03,lesson10,1,1012.149,Lesson10-Butterfly.xml,Next,Arousal5_Pleasant7,1.0,3.0,"Butterflies and moths are both large-winged flying insects that share many similarities, but they have differences as well. Both are classified as lepidoptera and have a proboscis, but butterflies are colorful and diurnal with knobbed antennae and moths are muted in color, nocturnal with feathery or plain antennae. Butterflies form a chrysalis during the pupa stage, while moths spin a silk cocoon during the pupa stage.",5.0,3.0,2.0,6.0,169.875,13.343,14.343,11.406,674.469,54.0,20.906,19.203,19.359,posttest,674.469,6.515407264415284,0.28353621298615095
467,informal,informal5_05,lesson2,1,306.225,Lesson2-Flood.xml,Next,Arousal7_Pleasant7,2.0,4.0,"Floods are major natural disasters that can occur anywhere in the world. Scientist have tried to predict and research the cause of floods but have only scratched the tip of the iceberg so to speak. Floods happen for multiple reasons, one of those being snow melting at a quick rate. The goal of flood research would be to predict when floods are going to happen to have ample time to warn people and to prevent them from happening in the first place.",5.0,2.0,2.0,5.0,58.734,8.437,16.218,6.015,158.218,4.296,16.734,15.328,9.593,pretest,158.218,5.070274332345513,0.0661045674666451
468,informal,informal5_05,lesson3,1,223.441,Lesson3-Hurricane.xml,Next,Arousal7_Pleasant2,1.0,3.0,Hurricanes are a destructive force and have been especially so in the South-East part of the United States. Hurricane Andrew and Katrina were two of the strongest hurricanes in the history of the United States. The cost of lives and the high property damage made these two hurricanes fierce. Stronger hurricanes do not always mean worse because it depends on where they hit. Hurricane Katrina caused more overall damage due to landing in New Orleans and causing the city to flood.,5.0,5.0,3.0,2.0,46.218,5.296,4.515,3.796,117.562,2.593,9.968,8.953,11.625,pretest,117.562,4.775436030501312,0.048981305758210573
469,informal,informal5_05,lesson9,1,269.805,Lesson9-Job.xml,Next,Arousal3_Pleasant2,1.0,4.0,The labor market has changed over the last few decades for middle-level workers. Workers had a lot of competition in the 1970's and with the explosive growth of the later years caused an overall decrease in supply of these jobs. As technology grew these mid-level jobs decreased and pushed the middle class out of work. Because of this middle class discrepancy we also have a discrepancy in the overall economy.,5.0,5.0,5.0,2.0,19.562,3.843,4.406,2.687,181.75,2.187,10.781,13.64,18.171,posttest,181.75,5.208119098629888,0.07601564072822718
470,informal,informal5_05,lesson10,1,185.114,Lesson10-Butterfly.xml,Next,Arousal3_Pleasant7,1.0,3.0,Butterflies and moths have many differences and similarities. Both butterflies and moths are flying insects that below to the same group of insects. Both are somewhat similar in their body structure. Moths and butterflies do however have specific differences that allow us to tell them apart. The way butterflies look and act at a detailed level are very different.,5.0,2.0,5.0,5.0,24.984,7.687,2.812,2.484,107.437,1.578,7.546,10.593,7.234,posttest,107.437,4.686169359179539,0.04471691612819534
471,informal,informal13_04,lesson2,1,401.397,Lesson2-Flood.xml,Next,Arousal5_Pleasant5,2.0,2.0,"Next to fires, floods are the most prevalent natural disaster. They are not predictable and can happen anywhere on earth. They damage property and take lives. Some causes of flooding are heavy rain, rivers overflowing and a deep snow melt. If snow melts quickly onto frozen land, the water can cause a flood. Scientists know where they're most likely to occur.",4.0,5.0,4.0,5.0,66.781,2.921,3.875,4.14,281.562,4.453,10.484,6.796,6.578,pretest,281.562,5.643897995533241,0.11805388840734629
472,informal,informal13_04,lesson3,1,285.91,Lesson3-Hurricane.xml,Next,Arousal5_Pleasant5,2.0,2.0,"Andrew and Katrina are the names of two of the most dangerous hurricanes to hit the continental U.S. Andrew, a category 5, came ashore in Florida with 175 mph winds. The heavy rain and storm surge of nearly 17 feet caused tremendous damage and death. Katrina was a category 3 storm with winds of 120 mph, but it caused more damage because it hit the city of New Orleans directly. Together these storms caused billions of dollars in damages and the death of almost two thousand people.",5.0,3.0,3.0,3.0,61.343,3.421,3.031,4.953,169.578,3.546,8.218,8.343,9.328,pretest,169.578,5.139192670118278,0.07088910733795109
473,informal,informal13_04,lesson9,1,423.05,Lesson9-Job.xml,Next,Arousal5_Pleasant5,4.0,4.0,"Unemployment can come about when a person's job is replaced by a machine. This forces skilled workers to compete with unskilled workers for low-paying jobs, which causes unemployment and low wages. When a machine replaces a person, it is a positive thing for the business and for society, but the worker who is displaced suffers. Also, due to the use of foreign labor, more American workers have a hard time finding jobs. This also causes unemployment, and the economy suffers.",4.0,3.0,6.0,4.0,97.25,11.531,14.39,4.046,198.234,9.921,30.984,20.562,22.984,posttest,198.234,5.2944800133167815,0.08295827763303422
474,informal,informal13_04,lesson10,1,319.726,Lesson10-Butterfly.xml,Next,Arousal5_Pleasant5,2.0,2.0,"Butterflies and moths are quite similar. Each has a three-part anatomy: head, thorax and abdomen. Each uses a long tongue for feeding and has scales covering their wings. Butterflies and moths go through four phases of life: egg, larva, pupa and adult. Butterflies are usually active in the day, and most moths are active at night. If you touch their wings, it feels like dust in your hands. That comes from the scales on their wings.",4.0,3.0,4.0,6.0,86.203,7.953,4.953,6.656,162.265,4.437,14.578,10.937,8.359,posttest,162.265,5.095374647549589,0.06780905979579785
